Comune;Provincia;Regione;Tipologia;Categoria;Denominazione;Indirizzo;CAP;Località;Frazione;Telefono;FAX;Indirizzo posta elettronica;Sito internet;Codice esercizio;Camere;Posti letto standard;Posti letto aggiuntivi;18;1]                                                                              ## 
ALBISOLA MARINA;SAVONA;Liguria;Alberghi;1STELLA;METROPOL;VIA GENTILE, 1;17012;ALBISSOLA MARINA;;019/48.02.93;019/480293;nuovometropol@gmail.com;http://www.albisola.it/metropol;SV182;10;18;2;19;1]                                                                                                      ##
ALBISOLA MARINA;SAVONA;Liguria;Alberghi;2STELLE;ACQUA MARINA;VIA REPETTO 108;17012;ALBISSOLA MARINA;;019/481796;019/481796;info@acquamarinahotel.it;www.acquamarinahotel.it;SV178;10;20;0;11;1]                                                                                                          ##
ALBISOLA MARINA;SAVONA;Liguria;Alberghi;3STELLE;EUROPA;PIAZZA LIGURIA, 22;17012;ALBISSOLA MARE;;019/48.16.79;019/48.16.70;healbissola@yahoo.it;http://www.albissola.com/Europa.htm;SV175;16;34;4;11;1]                                                                                                   ##
ALBISOLA MARINA;SAVONA;Liguria;Alberghi;4STELLE;GARDEN;VIALE FARAGGIANA, 6;17012;ALBISSOLA MARINA;;019/48.52.53;019/48.52.55;info@hotelgardenalbissola.com;www.hotelgardenalbissola.com;SV172;54;100;15;10;1]                                                                                            ##
ALBISOLA SUPERIORE;SAVONA;Liguria;Alberghi;1STELLA;LA RONDINE;CORSO FERRARI 152;17011;ALBISOLA SUPERIORE;;019/486283;019/486283;larondinedagigetto@libero.it;;SV169;13;23;1;10;1]                                                                                                                        ##
ALBISOLA SUPERIORE;SAVONA;Liguria;Alberghi;1STELLA;ONDA AZZURRA;VIA C.BATTISTI 8/1;17011;ALBISOLA SUPERIORE;;019/4004463;019/4004463;hotelondaazzurra@tin.it;www.hotelondaazzurra.it;SV168;13;22;0;20;1]                                                                                                 ##
ALBISOLA SUPERIORE;SAVONA;Liguria;Alberghi;3STELLE;PARK HOTEL;VIA ALBA DOCILIA 2;17011;ALBISOLA SUPERIORE;CAPO;019/482355;019/482355;pkhotel@libero.it;http://www.albissola.com/Park%20hotel.htm;SV165;11;22;3;16;1]                                                                                     ##
ALBISOLA SUPERIORE;SAVONA;Liguria;Alberghi;3STELLE;SAN GIORGIO;VIALE MAZZINI 24-26;17011;ALBISOLA SUPERIORE;;019/480842;019/481335;info@hotel-sangiorgio.eu;www.hotel-sangiorgio.eu;SV170;15;25;0;16;1]                                                                                                  ##
ALTARE;SAVONA;Liguria;Locande;2STELLE;QUINTILIO;VIA GRAMSCI 23;17041;ALTARE;;019/58000;019/5899391;rquintilio@libero.it;www.ristorante-quintilio.it;SV185;5;10;0;11;1]                                                                                                                                   ##
ANDORA;SAVONA;Liguria;Alberghi;2STELLE;AL MARE;VIA CAPRI 11;17051;MARINA DI ANDORA;;0182/684841;0182/681728;info@hotelgalleano.com;www.hotelgalleano.com;SV195;16;30;7;11;1]                                                                                                                             ##
ANDORA;SAVONA;Liguria;Alberghi;2STELLE;JOLE;VIA MARCI POLO 16;17051;ANDORA;;0182/85641;0182/683981;info@hoteliole.com;;SV196;28;56;6;13;1]                                                                                                                                                               ##
ANDORA;SAVONA;Liguria;Alberghi;2STELLE;LA RONDINELLA;VIA DEI MILLE 33;17051;ANDORA;;0182/85152;0182/85152;info@hotellarondinella.it;www.hotellarondinella.it;SV199;18;32;0;17;1]                                                                                                                         ##
ANDORA;SAVONA;Liguria;Alberghi;2STELLE;SAN MARCO;VIA AURELIA 216;17051;ANDORA;;0182/85429;0182/85429;sanmarcoandora@libero.it;;SV201;9;15;0;10;1]                                                                                                                                                        ##
ANDORA;SAVONA;Liguria;Alberghi;3STELLE;DUE GABBIANI;VIA MEZZACQUA 2;17051;ANDORA;;0182/85704;0182/86140;hotel@duegabbianihp.com;www.duegabbianihp.com;SV187;44;78;4;17;1]                                                                                                                                ##
ANDORA;SAVONA;Liguria;Alberghi;3STELLE;GALLEANO;VIA FONTANA 12;17051;ANDORA;;0182/85025;;info@hotelgalleano.com;www.hotelgalleano.com;SV188;40;78;4;19;1]                                                                                                                                                ##
ANDORA;SAVONA;Liguria;Alberghi;3STELLE;GARDEN;VIA AURELIA 60;17051;ANDORA;;0182/88678;0182/87653;info@hotelgardenandora.com;www.hotelgardenandora.com;SV189;16;28;0;18;1]                                                                                                                                ##
ANDORA;SAVONA;Liguria;Alberghi;3STELLE;LA PINETA;STRADA DELLA PINETA 10;17051;ANDORA;;0182/85043;0182/684064;info@pensionepineta.it;www.pensionepineta.it;SV198;8;15;0;18;1]                                                                                                                             ##
ANDORA;SAVONA;Liguria;Alberghi;3STELLE;LILIANA;VIA DEL POGGIO 23;17051;ANDORA;;0182/85083 - 684041;0182/684694;info@hotelliliana.it;http://www.hotelliliana.it;SV190;46;87;7;18;1]                                                                                                                       ##
ANDORA;SAVONA;Liguria;Alberghi;3STELLE;LUNGOMARE;VIA CAPRI 10;17051;ANDORA;;0182/85185;0182/89668;info@hotellungomare.it;www.hotellungomare.it;SV191;56;106;15;14;1]                                                                                                                                     ##
ANDORA;SAVONA;Liguria;Alberghi;3STELLE;MORESCO;VIA AURELIA 96;17051;ANDORA;;0182/89141;0182/85414;info@hotelmoresco.com;www.hotelmoresco.com;SV192;35;67;3;11;1]                                                                                                                                         ##
ANDORA;SAVONA;Liguria;Alberghi;3STELLE;NELLO;VIA SAN DAMIANO 8;17051;ANDORA;;0182/85064;0182/85064;info@hotelnello.com;www.hotelnello.it;SV200;27;48;11;15;1]                                                                                                                                            ##
ANDORA;SAVONA;Liguria;Alberghi;3STELLE;TRIESTE;VIA AURELIA 87;17051;ANDORA;;0182/85041;0182/684419;info.htrieste@triestehotel.it;www.triestehotel.it;SV193;24;52;3;12;1]                                                                                                                                 ##
ANDORA;SAVONA;Liguria;Locande;2STELLE;LA PINETINA;STRADA DELLA PINETA 8;17051;ANDORA;;0182/684064;;info@pensionepineta.it;;20116;6;10;0;11;1]                                                                                                                                                            ##
ANDORA;SAVONA;Liguria;Residenze turistico alberghiere;2STELLE;IL POGGIO;VIA DEL GINEPRO 4;17051;ANDORA;;0182/87241;0182/87242;info@ilpoggioresidence.com;;SVR28;29;37;34;18;1]                                                                                                                           ##
ANDORA;SAVONA;Liguria;Residenze turistico alberghiere;2STELLE;SAN FRANCISCO;VIA CAVOUR 60;17051;ANDORA;;0182/87391;;info@residencesanfrancisco.it;www.residencesanfrancisco.it;SVR30;63;72;81;15;1]                                                                                                      ##
ANDORA;SAVONA;Liguria;Residenze turistico alberghiere;2STELLE;VILLA SARA;VIA AURELIA 200;17051;ANDORA;;0182/86481-2;0182/86481;info@residencevillasara.com;www.residencevillasara.com;2002160;13;22;23;20;1]                                                                                             ##
ANDORA;SAVONA;Liguria;Residenze turistico alberghiere;3STELLE;AMICI;VIA AURELIA 130;17051;ANDORA;;0182/85182;0182/85182;residenceamici@libero.it;www.residenceamici.com;SVR6;26;45;41;10;1]                                                                                                              ##
ANDORA;SAVONA;Liguria;Residenze turistico alberghiere;3STELLE;LA PALMA;VIA MAZZINI 36;17051;ANDORA;;0182/86359;0182/86399;info@lapalmaresidence.it;www.lapalmaresidence.it;SVR29;21;27;39;12;1]                                                                                                          ##
BALESTRINO;SAVONA;Liguria;Alberghi;2STELLE;CECCHIN;VIA PROVINCIALE 1;17020;BALESTRINO;BORGO;0182/988001;0182/988233;info@albergocecchin.it;;SV206;10;20;1;16;1]                                                                                                                                          ##
BALESTRINO;SAVONA;Liguria;Alberghi;3STELLE;CA' DE BERNA;VIA LUCIFREDI 6/8;17020;BALESTRINO;;0182/988166;0182/991985;info@cadeberna.it;;2008134;10;20;0;15;1]                                                                                                                                             ##
BALESTRINO;SAVONA;Liguria;Residenze turistico alberghiere;2STELLE;BELBEA TOURIST RESORT;VIA PROVINCIALE 59;17020;BALESTRINO;;02/866901;02/8053932;gatewai@tin.it;;20116246;12;23;27;14;1]                                                                                                                ##
BARDINETO;SAVONA;Liguria;Alberghi;2STELLE;SAN NICOLO';VIA ROASCIO 13;17057;BARDINETO;;019/7907022;019/7907022;michela.zunino@virgilio.it;;SV214;15;23;0;17;1]                                                                                                                                            ##
BARDINETO;SAVONA;Liguria;Alberghi;3STELLE;MARIA NELLA;VIA CAVE 1;17057;;;019/7907017;019/7907018;info@hotelmarianella.com;http://www.hotelmarianella.com;SV208;47;88;1;18;1]                                                                                                                             ##
BARDINETO;SAVONA;Liguria;Alberghi;3STELLE;MONTECARMO;PIAZZA V. VENETO 1;17057;BARDINETO;;019/7907069;019/7907069;paolamanfrino@libero.it;;SV209;14;24;0;14;1]                                                                                                                                            ##
BARDINETO;SAVONA;Liguria;Residenze turistico alberghiere;2STELLE;CORRIERE;PIAZZA V.VENETO 5;17057;BARDINETO;;019/7907336;;paolamanfrino@libero.it;;200929;12;16;22;12;1]                                                                                                                                 ##
BERGEGGI;SAVONA;Liguria;Alberghi;1STELLA;MIRAMARE;VIA COLOMBO, 20;17028;BERGEGGI;;019/85.90.16;019/856657;miramarebergeggi@hotmail.it;;SV217;14;27;1;18;1]                                                                                                                                               ##
BERGEGGI;SAVONA;Liguria;Alberghi;3STELLE;CLAUDIO;VIA XXV APRILE, 37;17028;BERGEGGI;;019/85.97.50;019/85.97.50;info@hotelclaudio.it;www.hotelclaudio.it;SV215;24;48;2;18;1]                                                                                                                               ##
BERGEGGI;SAVONA;Liguria;Alberghi;3STELLE;OROVERDE;STRADA COMUNALE ALLA GOLA DI S. ELENA 11;17028;BERGEGGI;;019/859853;019/859853;info@hoteloroverde.it;www.hoteloroverde.it;2008164;8;16;1;18;1]                                                                                                         ##
BORGHETTO SANTO SPIRITO;SAVONA;Liguria;Alberghi;2STELLE;BORGHETTO;VIA MONTEBELLO, 3 R;17052;BORGHETTO SANTO SPIRITO;;0182/941249;;info@hotelborghetto.it;www.hotelborghetto.it;SV220;16;25;0;15;1]                                                                                                       ##
BORGHETTO SANTO SPIRITO;SAVONA;Liguria;Alberghi;2STELLE;GLORY;C.SO EUROPA 37R;17052;BORGHETTO S.S.;;0182/970234;0182/970234;info@hotelglory.it;http://www.hotelglory.it;SV222;13;25;0;11;1]                                                                                                              ##
BORGHETTO SANTO SPIRITO;SAVONA;Liguria;Alberghi;2STELLE;VERGANI;VIA DON MINZONI, 1 R;17052;BORGHETTO SANTO SPIRITO;;0182/970018;0182/970018;verganihotel@gmail.com;;SV233;20;40;0;14;1]                                                                                                                  ##
